date,mkt_chg,base,score_raw,score_eff,action_ratio,final_multiplier,amount_before_cap,amount_final,channel,cash,position,market_temp,market_mode,trend_strong,current_gain,holding_days,fee_rate,net_gain
2026-01-07,0.2151,37.5,26.25,24.71,1.0,0.75,29.43,29.43,A,215.39,2444.37,7.16,defense,True,0.101,171,0.0,0.101
2026-01-08,-0.1233,38.48,26.94,25.19,0.0,0.7696,30.48,0.0,A,215.39,2410.14,5.96,defense,True,0.0855,172,0.0,0.0855
2026-01-09,1.2213,57.21,40.05,33.36,0.0,0.75,53.6,0.0,A,215.39,2411.01,7.88,defense,True,0.0859,173,0.0,0.0859
2026-01-12,2.6132,66.39,46.47,36.75,0.0,0.7,77.18,0.0,A,215.39,2413.18,14.26,attack,True,0.0869,174,0.0,0.0869
2026-01-13,-2.1521,24.61,0.0,0.0,0.0,0.6395,0.0,-297.5,none,215.39,2355.55,9.09,defense,True,0.061,175,0.0,0.061
2026-01-14,1.1686,52.91,37.04,31.64,0.0,0.7,55.05,0.0,A,512.6,2086.06,13.38,attack,False,0.0754,176,0.0,0.0754
2026-01-15,-0.0433,35.0,24.5,23.44,0.0,0.7,27.55,0.0,A,512.6,2128.46,14.79,attack,False,0.0973,177,0.0,0.0973
2026-01-16,0.6733,48.28,33.8,29.7,0.0,0.7,47.43,0.0,A,512.6,2152.69,12.35,attack,True,0.1097,178,0.0,0.1097
2026-01-19,-0.6866,37.19,26.04,24.55,0.0,0.7,30.34,0.0,A,512.6,2148.9,12.97,attack,True,0.1078,179,0.0,0.1078
2026-01-20,-1.0081,48.35,33.85,29.73,0.0,0.9686,47.54,0.0,A,512.6,2100.83,11.2,attack,True,0.083,180,0.0,0.083
2026-01-21,1.5996,56.93,39.85,33.25,0.0,0.7,61.71,0.0,A,512.6,2148.52,11.25,attack,True,0.1076,181,0.0,0.1076
2026-01-22,0.4954,35.0,24.5,23.44,0.0,0.7,27.55,0.0,A,512.6,2179.18,12.15,attack,True,0.1234,182,0.0,0.1234
2026-01-23,0.2486,37.5,26.25,24.71,0.0,0.75,30.76,0.0,A,512.6,2140.95,10.82,attack,True,0.1037,183,0.0,0.1037
2026-01-26,-1.0475,29.71,20.8,20.64,0.0,0.6,0.0,0.0,none,512.6,2139.82,9.37,defense,False,0.1031,184,0.0,0.1031
2026-01-27,1.199,53.19,37.23,31.76,0.0,0.7,55.52,0.0,A,512.6,2198.87,11.46,attack,False,0.1335,185,0.0,0.1335
2026-01-28,0.0549,37.5,26.25,24.71,0.0,0.75,30.76,0.0,A,512.6,2213.25,11.38,attack,True,0.141,186,0.0,0.141
2026-01-29,-1.6088,40.59,28.42,26.21,0.0,0.9244,32.87,0.0,A,512.6,2150.04,8.28,defense,True,0.1084,187,0.0,0.1084
2026-01-30,0.0821,45.92,32.15,28.67,0.0,0.9185,39.3,0.0,A,512.6,2195.84,8.99,defense,False,0.132,188,0.0,0.132
2026-02-02,-2.5769,34.23,23.96,23.05,0.0,1.0,26.29,0.0,A,512.6,2119.37,1.77,defense,True,0.0926,189,0.0,0.0926
2026-02-03,1.5779,81.04,56.73,41.49,1.0,1.0,82.69,82.69,A,512.6,2167.07,2.37,defense,False,0.1172,190,0.0,0.1172
2026-02-04,-1.0311,49.69,34.78,30.3,0.0,1.0,44.03,0.0,A,429.82,2214.78,0.55,defense,False,0.0951,191,0.0,0.0951
2026-02-05,-1.0288,49.71,40.2,33.44,0.0,1.0,53.87,0.0,A,429.82,2158.59,-0.75,defense,False,0.0673,192,0.0,0.0673
2026-02-06,-0.3981,50.0,37.09,31.68,1.0,1.0,48.22,48.22,A,429.82,2142.09,-3.01,defense,False,0.0591,193,0.0,0.0591
2026-02-09,2.1049,88.07,61.65,43.52,1.0,1.0,90.62,90.62,A,385.74,2267.54,-3.69,defense,False,0.0973,194,0.0,0.0973
2026-02-10,0.5158,66.88,46.81,36.92,1.0,1.0,65.75,65.75,A,385.74,2271.95,0.1,defense,False,0.0994,195,0.0,0.0994
2026-02-11,-0.5734,54.27,41.0,33.88,1.0,1.0,55.32,55.32,A,385.74,2238.66,-2.35,defense,False,0.0833,196,0.0,0.0833
2026-02-12,1.2503,75.04,52.53,39.64,1.0,0.9788,75.66,75.66,A,385.74,2297.61,-0.54,defense,False,0.1118,197,0.0,0.1118
2026-02-13,-0.5478,54.52,38.17,32.3,1.0,1.0,50.17,50.17,A,310.01,2331.02,-2.26,defense,True,0.0881,198,0.0,0.0881
2026-02-24,0.79,67.78,47.45,37.23,1.0,0.961,66.86,66.86,A,310.01,2401.44,-0.18,defense,True,0.121,199,0.0,0.121
2026-02-25,0.3077,46.39,32.47,28.87,1.0,0.9278,39.88,39.88,A,243.08,2478.95,1.72,defense,True,0.1222,200,0.0,0.1222
2026-02-26,1.0669,58.32,40.82,33.79,1.0,0.7857,55.01,55.01,A,243.08,2541.54,0.97,defense,True,0.1505,201,0.0,0.1505
2026-02-27,0.1879,50.63,35.44,30.7,1.0,1.0127,45.22,45.22,A,243.08,2505.77,0.53,defense,True,0.1343,202,0.0,0.1343
2026-03-02,-0.96,45.73,32.01,28.58,1.0,0.9074,39.06,39.06,A,243.08,2535.15,-1.2,defense,True,0.1476,203,0.0,0.1476
2026-03-03,-3.208,33.0,23.1,22.41,0.7,1.1,25.38,17.76,A,243.08,2448.72,-4.3,defense,True,0.1085,204,0.0,0.1085
2026-03-04,-0.5369,54.63,38.24,32.34,0.7,1.0,50.31,35.22,A,243.08,2432.96,-6.63,defense,False,0.1014,205,0.0,0.1014
2026-03-05,1.0216,80.98,56.69,41.47,0.7,1.1,82.62,57.84,A,243.08,2460.64,-5.34,defense,False,0.1139,206,0.0,0.1139
2026-03-06,0.1071,55.0,38.5,32.49,0.7,1.1,50.78,35.55,A,243.08,2440.63,-2.97,defense,False,0.1048,207,0.0,0.1048
2026-03-09,-0.8473,51.53,36.07,31.08,0.0,1.0,46.36,0.0,A,243.08,2318.85,-4.26,defense,False,0.0497,208,0.0,0.0497
2026-03-10,1.9612,69.49,48.64,37.81,1.0,0.8066,68.96,68.96,A,243.08,2431.26,2.19,defense,False,0.1006,209,0.0,0.1006
2026-03-11,-0.165,50.0,35.0,30.43,0.0,1.0,44.42,0.0,A,243.08,2421.04,-0.3,defense,False,0.096,210,0.0,0.096
2026-03-12,-0.5842,54.16,37.91,32.15,0.0,1.0,49.71,0.0,A,243.08,2387.83,0.35,defense,False,0.0809,211,0.0,0.0809
2026-03-13,-1.0104,37.42,26.2,24.67,1.0,0.75,29.35,29.35,A,243.08,2372.5,0.37,defense,False,0.074,212,0.0,0.074
2026-03-16,0.2966,37.5,26.25,24.71,1.0,0.75,29.43,29.43,A,243.08,2403.16,1.38,defense,False,0.0879,213,0.0,0.0879
2026-03-17,-2.0875,29.34,20.54,20.43,0.0,0.75,0.0,0.0,none,243.08,2301.39,-4.52,defense,False,0.0418,214,0.0,0.0418
2026-03-18,1.6309,61.31,42.92,34.91,1.0,0.75,58.79,58.79,A,243.08,2377.18,-3.01,defense,False,0.0761,215,0.0,0.0761
2026-03-19,-1.3743,34.69,24.28,23.29,1.0,0.75,26.69,26.69,A,243.08,2353.34,-4.13,defense,False,0.0653,216,0.0,0.0653
2026-03-20,-1.0367,37.22,26.06,24.57,1.0,0.75,29.14,29.14,A,243.08,2418.06,-7.21,defense,False,0.0946,217,0.0,0.0946
2026-03-23,-3.4112,30.0,54.5,52.15,0.7,1.0,126.74,88.72,A,243.08,2320.55,-11.03,defense,False,0.0505,218,0.0,0.0505
2026-03-24,1.2429,76.57,53.6,40.12,0.7,1.0,77.47,54.23,A,243.08,2375.48,-10.46,defense,False,0.0753,219,0.0,0.0753
2026-03-25,1.6727,82.3,57.61,41.87,0.7,1.0,84.14,58.9,A,243.08,2438.92,-8.72,defense,False,0.1041,220,0.0,0.1041
2026-03-26,-1.5522,44.48,44.48,47.08,0.7,1.0,105.06,73.54,A,243.08,2404.01,-12.09,defense,True,0.0883,221,0.0,0.0883
2026-03-27,0.2251,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,243.08,2407.84,-12.04,defense,False,0.09,222,0.0,0.09
2026-03-30,0.0214,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,243.08,2421.47,-10.79,defense,False,0.0962,223,0.0,0.0962
2026-03-31,-1.29,47.1,47.1,48.51,0.7,1.0,111.04,77.73,A,243.08,2356.75,-8.23,defense,True,0.0669,224,0.0,0.0669
2026-04-01,1.7958,83.94,83.94,62.67,0.7,1.0,175.11,122.58,A,243.08,2422.74,-5.15,defense,False,0.0967,225,0.0,0.0967
2026-04-02,-1.7601,42.4,42.4,45.89,0.7,1.0,100.15,70.11,A,243.08,2387.4,-8.86,defense,False,0.0807,226,0.0,0.0807
2026-04-03,0.2082,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,243.08,2461.49,-8.73,defense,False,0.1143,227,0.0,0.1143
2026-04-07,0.4738,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,243.08,2465.32,-6.99,defense,True,0.116,228,0.0,0.116
2026-04-08,4.2973,100.0,70.0,46.67,1.0,1.0,255.0,255.0,D,243.08,2600.3,-3.97,defense,False,0.1771,229,0.0,0.1771
2026-04-09,0.0615,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,243.08,2624.99,-3.66,defense,True,0.1883,230,0.0,0.1883
2026-04-10,1.0544,74.06,51.84,39.32,1.0,1.0,74.49,74.49,A,243.08,2699.51,-1.38,defense,True,0.222,231,0.0,0.222
2026-04-13,0.3838,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,243.08,2713.98,0.61,defense,True,0.2286,232,0.0,0.2286
2026-04-14,1.132,75.09,52.57,39.65,1.0,1.0,75.72,-340.0,A,243.08,2764.65,1.81,defense,True,0.2515,233,0.0,0.2515
2026-04-15,-0.8799,56.32,56.32,52.97,1.0,1.1,130.35,130.35,A,582.74,2404.49,3.62,defense,True,0.2411,234,0.0,0.2411
2026-04-16,1.046,73.95,51.76,39.28,1.0,1.0,74.35,74.35,A,452.26,2599.79,2.77,defense,True,0.2573,235,0.0,0.2573
2026-04-17,0.8933,71.91,50.34,38.62,1.0,1.0,71.9,71.9,A,377.83,2781.04,6.17,defense,True,0.2983,236,0.0,0.2983
2026-04-20,1.498,79.97,55.98,41.17,1.0,1.0,98.39,98.39,A,305.86,2842.56,10.07,attack,True,0.2839,237,0.0,0.2839
2026-04-21,-0.5469,47.17,33.02,29.21,1.0,0.865,45.61,45.61,A,207.37,2982.21,14.8,attack,True,0.2897,238,0.0,0.2897
2026-04-22,2.078,87.71,61.39,43.42,1.0,1.0,109.8,109.8,A,161.72,3146.5,16.15,attack,True,0.3344,239,0.0,0.3344
2026-04-23,-0.4337,54.45,38.12,32.27,1.0,1.089,57.61,57.61,A,161.72,3092.4,12.74,attack,True,0.3115,240,0.0,0.3115
2026-04-24,-0.296,55.0,38.5,32.49,1.0,1.1,58.52,58.52,A,161.72,3053.56,14.81,attack,True,0.295,241,0.0,0.295
2026-04-27,1.946,64.46,45.12,36.06,1.0,0.75,74.06,74.06,A,161.72,3088.47,17.62,attack,True,0.3098,242,0.0,0.3098
2026-04-28,-1.2383,43.23,30.26,27.44,1.0,0.9078,39.29,39.29,A,161.72,3048.76,15.5,attack,True,0.293,243,0.0,0.293
2026-04-29,0.4757,42.46,29.72,27.09,1.0,0.8492,38.09,38.09,A,161.72,3085.42,18.47,attack,True,0.3085,244,0.0,0.3085
2026-04-30,0.8919,53.92,37.74,32.06,1.0,0.75,56.73,56.73,A,161.72,3110.72,16.98,attack,True,0.3192,245,0.0,0.3192
2026-05-06,2.3658,68.66,48.06,37.53,1.0,0.75,80.82,80.82,A,161.72,3191.45,24.05,attack,True,0.3535,246,0.0,0.3535
2026-05-07,1.5635,60.63,42.44,34.66,1.0,0.75,67.82,67.82,A,161.72,3311.88,26.45,attack,True,0.4045,247,0.0,0.4045
2026-05-08,-0.0052,50.04,35.02,30.45,1.0,1.0007,50.3,50.3,A,161.72,3304.46,25.59,attack,True,0.4014,248,0.0,0.4014
2026-05-11,2.3817,91.76,64.23,44.53,1.0,1.0,115.56,115.56,A,161.72,3396.97,22.35,attack,True,0.4406,249,0.0,0.4406
2026-05-12,-0.1386,50.66,35.46,30.71,1.0,1.0131,51.33,51.33,A,161.72,3446.28,22.0,attack,True,0.4615,250,0.0,0.4615
2026-05-13,1.9884,86.51,60.56,43.08,1.0,1.0,108.07,108.07,A,161.72,3535.73,23.6,attack,True,0.4995,251,0.0,0.4995
2026-05-14,-1.6424,47.93,33.55,29.55,1.0,1.1,46.85,46.85,A,161.72,3481.18,20.05,attack,True,0.4763,252,0.0,0.4763
2026-05-15,-1.0267,54.71,38.29,32.37,0.7,1.1,58.03,40.62,A,161.72,3407.88,16.4,attack,True,0.4453,253,0.0,0.4453
2026-05-18,1.1212,82.44,57.71,41.91,0.7,1.1,102.09,71.46,A,161.72,3440.17,19.77,attack,True,0.4589,254,0.0,0.4589
2026-05-19,1.7535,83.38,58.37,42.18,0.7,1.0,103.48,72.44,A,161.72,3479.44,20.97,attack,True,0.4756,255,0.0,0.4756
2026-05-20,0.6375,51.38,35.96,31.01,0.7,0.75,52.52,-475.0,A,161.72,3556.67,20.53,attack,True,0.5084,256,0.0,0.5084
2026-05-21,-2.6518,36.83,0.0,0.0,0.7,1.1,0.0,-332.5,none,636.24,2955.02,13.53,attack,True,0.4464,257,0.0,0.4464
2026-05-22,2.317,94.32,66.02,45.21,0.7,1.0377,119.13,83.39,A,968.41,2760.76,18.21,attack,True,0.5226,258,0.0,0.5226
2026-05-25,2.5562,94.08,65.86,45.15,0.7,1.0,118.81,83.17,A,884.94,2960.98,19.19,attack,True,0.5612,259,0.0,0.5612
2026-05-26,-0.3768,51.09,35.77,30.89,0.7,1.0219,52.05,36.43,A,801.69,3031.71,19.46,attack,True,0.5314,260,0.0,0.5314
2026-05-27,-0.7548,57.28,40.09,33.39,1.0,1.092,62.29,62.29,A,765.22,3055.2,18.47,attack,True,0.5153,261,0.0,0.5153
2026-05-28,0.9392,73.72,51.61,39.21,1.0,1.0165,88.81,88.81,A,702.87,3229.05,16.85,attack,True,0.5536,262,0.0,0.5536
2026-05-29,-2.7008,36.29,25.4,24.1,1.0,1.1,29.15,29.15,A,613.97,3248.1,14.96,attack,True,0.4987,263,0.0,0.4987
