date,mkt_chg,base,score_raw,score_eff,action_ratio,final_multiplier,amount_before_cap,amount_final,channel,cash,position,market_temp,market_mode,trend_strong,current_gain,holding_days,fee_rate,net_gain
2025-04-14,0.2123,30.0,21.0,20.79,0.0,0.6,0.0,0.0,none,1327.87,0.0,-11.91,defense,False,0.0,0,0.015,0.0
2025-04-15,-0.5808,32.52,22.76,22.15,0.0,0.6,25.1,0.0,A,1327.87,0.0,-12.57,defense,False,0.0,0,0.015,0.0
2025-04-16,-0.4805,30.0,21.0,20.79,0.0,0.6,0.0,0.0,none,1327.87,0.0,-13.8,defense,False,0.0,0,0.015,0.0
2025-04-17,0.0545,30.0,30.0,37.5,0.0,0.6,67.83,0.0,A,1327.87,0.0,-12.03,defense,False,0.0,0,0.015,0.0
2025-04-18,0.2233,30.0,21.0,20.79,0.0,0.6,0.0,0.0,none,1327.87,0.0,-10.84,defense,False,0.0,0,0.015,0.0
2025-04-21,1.1935,45.55,31.88,28.5,0.0,0.6,38.83,0.0,A,1327.87,0.0,-7.42,defense,False,0.0,0,0.015,0.0
2025-04-22,-0.8896,30.66,30.66,38.01,0.0,0.6,69.69,0.0,A,1327.87,0.0,-8.96,defense,False,0.0,0,0.015,0.0
2025-04-23,0.4845,30.0,30.0,37.5,0.0,0.6,67.83,0.0,A,1327.87,0.0,-6.72,defense,False,0.0,0,0.015,0.0
2025-04-24,-1.3057,28.17,28.17,36.03,0.0,0.6,62.64,0.0,A,1327.87,0.0,-8.37,defense,False,0.0,0,0.015,0.0
2025-04-25,0.5891,40.71,40.71,44.88,0.0,0.6,96.07,0.0,A,1327.87,0.0,-7.78,defense,False,0.0,0,0.015,0.0
2025-04-28,-0.5009,32.99,36.75,42.36,1.0,0.6,86.08,86.08,A,1327.87,0.0,-7.88,defense,False,0.0,0,0.015,0.0
2025-04-29,0.1846,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,1241.71,86.57,-7.29,defense,False,0.0057,1,0.015,-0.0093
2025-04-30,0.8855,43.08,43.08,46.29,1.0,0.6,101.79,101.79,A,1173.81,156.54,-5.77,defense,False,0.0171,2,0.015,0.0021
2025-05-06,1.8177,50.54,50.54,50.27,1.0,0.6,118.55,118.55,A,1071.92,263.93,-3.74,defense,False,0.0322,3,0.015,0.0172
2025-05-07,-0.321,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,953.25,379.47,-2.12,defense,False,0.014,4,0.015,-0.001
2025-05-08,0.535,40.28,40.28,44.62,1.0,0.6,95.0,95.0,A,885.35,449.08,9.93,defense,False,0.0158,5,0.015,0.0008
2025-05-09,-1.234,28.6,28.6,36.38,1.0,0.6,63.87,63.87,A,790.26,534.63,8.93,defense,False,-0.0046,6,0.015,-0.0046
2025-05-12,1.2155,45.72,45.72,47.77,1.0,0.6,107.93,107.93,A,726.32,605.95,7.69,defense,False,0.0083,7,0.005,0.0033
2025-05-13,-0.4791,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,618.29,709.92,4.45,defense,False,0.0015,8,0.005,-0.0035
2025-05-14,0.3304,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,550.39,778.68,2.63,defense,False,0.0025,9,0.005,-0.0025
2025-05-15,-1.5444,26.73,26.73,34.84,0.0,0.6,58.53,0.0,A,482.49,829.65,0.06,defense,False,-0.0176,10,0.005,-0.0176
2025-05-16,0.0431,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,482.49,835.72,0.96,defense,False,-0.0104,11,0.005,-0.0104
2025-05-19,-0.0868,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,414.59,901.73,1.53,defense,False,-0.0117,12,0.005,-0.0117
2025-05-20,0.3587,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,346.69,973.87,1.97,defense,False,-0.0065,13,0.005,-0.0065
2025-05-21,-0.3832,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,278.8,1033.73,1.09,defense,False,-0.0136,14,0.005,-0.0136
2025-05-22,-0.4005,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,210.9,1094.86,-1.17,defense,False,-0.0188,15,0.005,-0.0188
2025-05-23,-0.9938,30.04,30.04,37.53,0.0,0.6,67.94,0.0,A,210.9,1081.91,-1.32,defense,False,-0.0304,16,0.005,-0.0304
2025-05-24,0.6011,40.81,40.81,44.94,0.0,0.6,96.3,0.0,A,210.9,1081.91,-1.16,defense,False,-0.0304,17,0.005,-0.0304
2025-05-26,0.0012,30.0,30.0,37.5,0.0,0.6,67.83,0.0,A,210.9,1087.72,0.72,defense,False,-0.0252,18,0.005,-0.0252
2025-05-27,-0.6367,32.18,32.18,39.16,0.0,0.6,73.88,0.0,A,210.9,1072.08,-1.03,defense,False,-0.0392,19,0.005,-0.0392
2025-05-28,-0.239,30.0,30.0,37.5,0.0,0.6,67.83,0.0,A,210.9,1081.46,-0.65,defense,False,-0.0308,20,0.005,-0.0308
2025-05-29,1.5259,48.21,48.21,49.09,0.0,0.6,113.5,0.0,A,210.9,1100.22,1.25,defense,False,-0.014,21,0.005,-0.014
2025-05-30,-0.95,30.3,30.3,37.73,0.0,0.6,68.67,0.0,A,210.9,1084.59,-1.38,defense,False,-0.028,22,0.005,-0.028
2025-06-03,0.0801,30.0,30.0,37.5,0.0,0.6,67.83,0.0,A,210.9,1087.27,-3.76,defense,False,-0.0256,23,0.005,-0.0256
2025-06-04,0.8087,42.47,42.47,45.93,0.0,0.6,100.32,0.0,A,210.9,1107.37,-2.2,defense,False,-0.0076,24,0.005,-0.0076
2025-06-05,1.6005,48.8,48.8,49.39,1.0,0.6,114.81,114.81,A,210.9,1141.32,-0.72,defense,True,0.0228,25,0.005,0.0178
2025-06-06,-0.0791,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,110.78,1239.39,0.94,defense,True,0.0193,26,0.005,0.0143
2025-06-09,0.5254,67.01,67.01,57.27,1.0,1.0,149.72,149.72,A,110.78,1246.68,-0.04,defense,True,0.0253,27,0.005,0.0203
2025-06-10,-1.1485,29.11,29.11,36.8,1.0,0.6,65.32,65.32,A,110.78,1237.94,-1.0,defense,True,0.0181,28,0.005,0.0131
2025-06-11,0.1421,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,110.78,1237.94,-1.26,defense,True,0.0181,29,0.005,0.0131
2025-06-12,0.0371,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,110.78,1253.0,1.02,defense,True,0.0305,30,0.0,0.0305
2025-06-13,-0.6437,32.14,32.14,39.13,1.0,0.6,73.77,73.77,A,110.78,1252.03,0.03,defense,False,0.0297,31,0.0,0.0297
2025-06-16,0.8344,66.35,66.35,57.03,1.0,0.9329,148.62,148.62,A,110.78,1282.15,1.35,defense,False,0.0545,32,0.0,0.0545
2025-06-17,-0.172,48.16,48.16,49.06,1.0,0.9632,113.4,113.4,A,110.78,1276.8,0.58,defense,True,0.0501,33,0.0,0.0501
2025-06-18,0.7241,42.61,42.61,46.01,1.0,0.6117,100.65,100.65,A,110.78,1318.1,2.18,defense,True,0.0841,34,0.0,0.0841
2025-06-19,-0.559,45.23,45.23,47.5,1.0,0.8313,106.8,106.8,A,110.78,1309.84,1.95,defense,True,0.0773,35,0.0,0.0773
2025-06-20,-0.6547,32.07,32.07,39.08,1.0,0.6,73.59,73.59,A,110.78,1294.29,2.45,defense,True,0.0645,36,0.0,0.0645
2025-06-23,0.4062,44.06,44.06,46.84,1.0,0.8812,104.08,104.08,A,110.78,1291.38,2.17,defense,True,0.0621,37,0.0,0.0621
2025-06-24,1.2912,46.33,46.33,48.1,1.0,0.6,109.31,109.31,A,110.78,1302.07,4.05,defense,True,0.0709,38,0.0,0.0709
2025-06-25,1.3759,47.01,47.01,48.46,1.0,0.6,110.83,110.83,A,110.78,1322.47,7.07,defense,True,0.0877,39,0.0,0.0877
2025-06-26,-0.1417,30.0,30.0,37.5,1.0,0.6,67.83,67.83,A,110.78,1331.22,7.22,defense,True,0.0949,40,0.0,0.0949
2025-06-27,0.5771,40.62,28.43,26.22,1.0,0.6,32.9,32.9,A,110.78,1351.62,5.8,defense,True,0.1116,41,0.0,0.1116
2025-06-30,0.9448,54.45,38.11,32.27,1.0,0.75,50.08,50.08,A,110.78,1380.78,8.7,defense,True,0.1356,42,0.0,0.1356
2025-07-01,-0.1159,38.52,26.96,25.21,1.0,0.7704,30.53,30.53,A,110.78,1389.52,8.39,defense,True,0.1428,43,0.0,0.1428
2025-07-02,-1.2326,46.99,32.9,29.14,0.7,0.9858,40.63,28.44,A,110.78,1359.88,5.27,defense,True,0.1184,44,0.0,0.1184
2025-07-03,1.1038,59.65,41.76,34.3,0.7,0.7984,56.7,39.69,A,110.78,1395.35,4.54,defense,True,0.1476,45,0.0,0.1476
2025-07-04,-0.167,41.58,29.11,26.68,0.7,0.8316,34.02,23.82,A,110.78,1403.61,4.41,defense,True,0.1544,46,0.0,0.1544
2025-07-07,-0.5646,59.79,41.85,34.35,0.7,1.1,56.87,39.81,A,110.78,1387.58,2.79,defense,True,0.1412,47,0.0,0.1412
2025-07-08,1.6603,61.6,43.12,35.02,1.0,0.75,59.16,59.16,A,110.78,1446.36,6.99,defense,True,0.1896,48,0.0,0.1896
2025-07-09,-0.304,53.56,37.49,31.91,1.0,1.0712,48.95,48.95,A,110.78,1445.88,6.31,defense,True,0.1892,49,0.0,0.1892
2025-07-10,-0.0802,54.59,38.21,32.32,1.0,1.0917,50.26,50.26,A,110.78,1439.56,6.13,defense,True,0.184,50,0.0,0.184
2025-07-11,0.4245,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,110.78,1434.7,7.76,defense,True,0.18,51,0.0,0.18
2025-07-14,-0.2405,52.98,37.09,31.68,1.0,1.0597,48.21,48.21,A,110.78,1442.48,6.13,defense,True,0.1864,52,0.0,0.1864
2025-07-15,1.5047,80.06,56.04,41.2,1.0,1.0,81.56,-340.0,A,110.78,1527.01,8.68,defense,True,0.2559,53,0.0,0.2559
2025-07-16,-0.3486,53.51,37.46,31.89,1.0,1.0702,48.88,48.88,A,450.44,1179.08,7.03,defense,True,0.2475,54,0.0,0.2475
2025-07-17,1.4808,79.74,55.82,41.1,1.0,1.0,98.05,98.05,A,401.51,1279.49,10.17,attack,True,0.2872,55,0.0,0.2872
2025-07-18,-0.2148,51.87,36.31,31.22,1.0,1.0375,53.34,53.34,A,303.37,1368.22,10.87,attack,True,0.2529,56,0.0,0.2529
2025-07-21,0.159,50.52,35.36,30.65,1.0,1.0104,51.1,51.1,A,249.97,1429.92,10.48,attack,True,0.2484,57,0.0,0.2484
2025-07-22,-0.1395,51.81,36.27,31.19,1.0,1.0362,46.72,46.72,A,198.82,1474.19,8.26,defense,True,0.2321,58,0.0,0.2321
2025-07-23,0.0208,51.67,36.17,31.14,1.0,1.0334,46.54,46.54,A,152.05,1515.74,6.21,defense,True,0.2192,59,0.0,0.2192
2025-07-24,0.7573,70.1,49.07,38.02,1.0,1.0,69.7,69.7,A,152.05,1518.56,7.58,defense,True,0.2214,60,0.0,0.2214
2025-07-25,0.5049,66.73,46.71,36.86,1.0,1.0,65.57,65.57,A,152.05,1523.73,7.47,defense,True,0.2256,61,0.0,0.2256
2025-07-28,0.6279,68.37,47.86,37.43,1.0,1.0,67.59,67.59,A,152.05,1571.68,6.99,defense,True,0.2642,62,0.0,0.2642
2025-07-29,1.1297,75.06,52.54,39.64,1.0,1.0,75.69,75.69,A,152.05,1631.86,8.89,defense,True,0.3126,63,0.0,0.3126
2025-07-30,-0.4684,53.26,37.28,31.79,1.0,1.0651,55.63,55.63,A,152.05,1621.99,10.1,attack,True,0.3046,64,0.0,0.3046
2025-07-31,-0.3357,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,96.37,1695.61,7.87,defense,True,0.3054,65,0.0,0.3054
2025-08-01,-0.6,59.4,41.58,34.2,1.0,1.1,56.38,56.38,A,96.37,1662.06,7.21,defense,True,0.2796,66,0.0,0.2796
2025-08-04,0.203,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,96.37,1668.86,8.39,defense,True,0.2849,67,0.0,0.2849
2025-08-05,0.3688,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,96.37,1679.08,6.44,defense,True,0.2927,68,0.0,0.2927
2025-08-06,0.4219,53.22,37.26,31.77,1.0,1.0644,48.52,48.52,A,96.37,1686.86,7.55,defense,True,0.2987,69,0.0,0.2987
2025-08-07,-0.1658,54.59,38.21,32.33,1.0,1.0918,50.26,50.26,A,96.37,1680.05,7.41,defense,True,0.2935,70,0.0,0.2935
2025-08-08,-0.76,57.64,40.35,33.53,1.0,1.1,54.14,54.14,A,96.37,1681.99,5.61,defense,True,0.295,71,0.0,0.295
2025-08-11,1.2356,78.15,54.7,40.61,1.0,1.0218,79.33,79.33,A,96.37,1720.41,7.84,defense,True,0.3245,72,0.0,0.3245
2025-08-12,0.8614,71.48,50.04,38.48,1.0,1.0,71.39,71.39,A,96.37,1777.3,6.87,defense,True,0.3683,73,0.0,0.3683
2025-08-13,1.731,83.08,58.16,42.09,1.0,1.0,103.03,103.03,A,96.37,1898.87,10.06,attack,True,0.4619,74,0.0,0.4619
2025-08-14,-0.821,56.97,39.88,33.27,0.7,1.1,53.29,37.3,A,96.37,1845.38,6.52,defense,True,0.4208,75,0.0,0.4208
2025-08-15,1.1878,75.84,53.09,39.89,0.7,1.0,76.6,53.62,A,96.37,1875.04,8.66,defense,True,0.4436,76,0.0,0.4436
2025-08-18,2.3194,90.92,63.65,44.31,0.7,1.0,114.39,80.07,A,96.37,1934.85,12.01,attack,True,0.4896,77,0.0,0.4896
2025-08-19,0.074,50.0,35.0,30.43,0.7,1.0,50.25,-475.0,A,96.37,1967.43,12.35,attack,True,0.5147,78,0.0,0.5147
2025-08-20,1.2467,76.62,53.64,40.14,1.0,1.0,93.3,93.3,A,570.89,1486.53,14.31,attack,True,0.5087,79,0.0,0.5087
2025-08-21,-0.2916,51.47,36.03,31.05,1.0,1.0295,52.68,52.68,A,477.5,1562.58,12.62,attack,True,0.4487,80,0.0,0.4487
2025-08-22,3.4895,75.0,52.5,39.62,1.0,0.75,285.0,285.0,D,424.77,1688.61,17.39,attack,True,0.4927,81,0.0,0.4927
2025-08-25,1.5869,81.16,56.81,41.53,1.0,1.0,100.17,100.17,A,139.48,2068.33,18.98,attack,True,0.4604,82,0.0,0.4604
2025-08-26,0.4375,50.0,35.0,30.43,1.0,1.0,50.25,50.25,A,110.36,2068.13,17.82,attack,True,0.4309,83,0.0,0.4309
2025-08-27,-0.4072,51.58,36.11,31.1,1.0,1.0316,52.85,52.85,A,110.36,2089.26,17.93,attack,True,0.4455,84,0.0,0.4455
2025-08-28,3.5125,100.0,70.0,46.67,1.0,1.0,126.87,126.87,A,110.36,2245.84,24.44,attack,True,0.5538,85,0.0,0.5538
2025-08-29,-0.1041,50.36,35.25,30.59,1.0,1.0072,50.84,50.84,A,110.36,2268.89,25.33,attack,True,0.5698,86,0.0,0.5698
2025-09-01,1.3673,78.23,54.76,40.64,1.0,1.0,95.75,95.75,A,110.36,2350.54,27.41,attack,True,0.6263,87,0.0,0.6263
2025-09-02,-3.1014,33.0,23.1,22.41,0.7,1.1,25.49,17.84,A,110.36,2239.59,21.13,attack,True,0.5495,88,0.0,0.5495
2025-09-03,-0.7806,57.41,40.19,33.44,0.7,1.1,62.51,43.76,A,110.36,2286.66,19.06,attack,True,0.5821,89,0.0,0.5821
2025-09-04,-3.9419,33.0,23.1,22.41,0.7,1.1,25.49,17.84,A,110.36,2122.88,12.62,attack,True,0.4688,90,0.0,0.4688
2025-09-05,2.7575,96.77,67.74,45.85,0.7,1.0,122.5,85.75,A,110.36,2266.01,18.34,attack,True,0.5678,91,0.0,0.5678
2025-09-08,-0.2696,55.0,38.5,32.49,0.7,1.1,58.52,40.96,A,110.36,2192.04,15.84,attack,True,0.5166,92,0.0,0.5166
2025-09-09,-1.5558,44.44,31.11,28.0,0.7,1.0,41.21,28.85,A,110.36,2158.42,11.89,attack,True,0.4933,93,0.0,0.4933
2025-09-10,1.398,78.64,55.05,40.76,0.7,1.0,96.37,67.46,A,110.36,2217.98,11.37,attack,True,0.5346,94,0.0,0.5346
2025-09-11,4.0093,110.0,77.0,49.04,0.7,1.1,139.81,97.87,A,110.36,2379.36,19.15,attack,True,0.6462,95,0.0,0.6462
2025-09-12,-0.0142,55.0,38.5,32.49,1.0,1.1,58.52,58.52,A,110.36,2381.76,17.13,attack,True,0.6479,96,0.0,0.6479
2025-09-15,0.0196,55.0,38.5,32.49,1.0,1.1,58.52,58.52,A,110.36,2345.74,13.41,attack,True,0.6229,97,0.0,0.6229
2025-09-16,0.7373,76.38,53.46,40.06,1.0,1.0937,92.91,92.91,A,110.36,2371.67,14.48,attack,True,0.6409,98,0.0,0.6409
2025-09-17,0.5893,71.06,49.74,38.34,1.0,1.0472,84.63,84.63,A,110.36,2384.64,13.43,attack,True,0.6499,99,0.0,0.6499
2025-09-18,0.4547,50.47,35.33,30.63,1.0,1.0093,51.01,51.01,A,110.36,2417.78,14.64,attack,True,0.6728,100,0.0,0.6728
2025-09-19,-0.043,50.68,35.47,30.72,1.0,1.0136,45.28,45.28,A,110.36,2416.82,9.13,defense,True,0.6721,101,0.0,0.6721
2025-09-22,1.8369,84.49,59.14,42.51,1.0,1.0,86.63,86.63,A,110.36,2504.23,9.51,defense,True,0.7326,102,0.0,0.7326
2025-09-23,-0.3683,51.56,36.09,31.09,1.0,1.0311,46.39,46.39,A,110.36,2519.6,8.26,defense,True,0.7432,103,0.0,0.7432
2025-09-24,1.6542,82.06,57.44,41.79,1.0,1.0,101.51,101.51,A,110.36,2509.51,11.46,attack,True,0.7363,104,0.0,0.7363
2025-09-25,1.0828,55.83,39.08,32.82,1.0,0.75,51.84,51.84,A,110.36,2530.65,7.78,defense,True,0.7509,105,0.0,0.7509
2025-09-26,-1.8591,35.59,24.91,23.75,0.7,0.8595,27.51,19.26,A,110.36,2466.29,5.07,defense,True,0.7064,106,0.0,0.7064
2025-09-29,1.1875,60.12,42.08,34.47,0.7,0.7927,57.28,40.1,A,110.36,2523.92,4.81,defense,True,0.7462,107,0.0,0.7462
2025-09-30,0.5742,51.32,35.93,30.99,0.7,0.7586,52.43,36.7,A,110.36,2523.44,10.57,attack,True,0.7459,108,0.0,0.7459
2025-10-09,1.6627,61.63,43.14,35.03,0.7,0.75,69.45,48.61,A,110.36,2554.18,14.47,attack,True,0.7672,109,0.0,0.7672
2025-10-10,-3.1514,28.14,19.7,19.76,0.7,0.938,0.0,0.0,none,110.36,2457.16,15.84,attack,True,0.7,110,0.0,0.7
2025-10-13,-0.1573,47.6,33.32,29.4,0.7,0.952,46.31,32.42,A,110.36,2435.55,11.2,attack,True,0.6851,111,0.0,0.6851
2025-10-14,-3.175,30.0,37.95,32.17,0.7,1.0,49.78,34.85,A,110.36,2320.28,6.57,defense,True,0.6053,112,0.0,0.6053
2025-10-15,1.2202,55.1,38.57,32.53,0.7,0.7225,58.68,41.08,A,110.36,2375.51,10.89,attack,False,0.6435,113,0.0,0.6435
2025-10-16,-0.4221,50.0,35.0,30.43,1.0,1.0,44.42,44.42,A,110.36,2385.12,8.06,defense,True,0.6502,114,0.0,0.6502
2025-10-17,-2.6188,33.81,41.55,34.18,0.0,1.0,56.32,0.0,A,110.36,2292.42,-1.62,defense,True,0.5861,115,0.0,0.5861
2025-10-20,0.9462,72.62,50.83,38.85,0.0,1.0,72.75,-850.0,A,110.36,2332.77,-0.27,defense,False,0.614,116,0.0,0.614
2025-10-21,2.3292,91.06,63.74,44.34,1.0,1.0,93.9,-425.0,A,959.51,1551.15,3.02,defense,False,0.6884,117,0.0,0.6884
2025-10-22,-0.5551,59.89,44.84,35.92,1.0,1.1,62.24,62.24,A,1384.09,1118.17,1.14,defense,True,0.6764,118,0.0,0.6764
2025-10-23,-0.3268,55.0,40.22,33.45,1.0,1.1,53.9,53.9,A,1321.78,1168.01,-0.17,defense,True,0.6017,119,0.0,0.6017
2025-10-24,2.8924,98.03,68.62,46.17,1.0,0.9946,101.32,101.32,A,1267.83,1286.04,3.28,defense,False,0.6422,120,0.0,0.6422
2025-10-27,2.3241,100.09,70.06,46.69,1.0,1.1,103.45,103.45,A,1166.41,1433.04,6.78,defense,True,0.6203,121,0.0,0.6203
2025-10-28,-0.24,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,1062.86,1538.19,3.69,defense,True,0.557,122,0.0,0.557
2025-10-29,1.0453,76.1,53.27,39.97,1.0,1.0292,76.91,-340.0,A,1012.03,1623.48,5.8,defense,True,0.563,123,0.0,0.563
2025-10-30,-1.4825,49.69,34.78,30.3,1.0,1.1,44.03,44.03,A,1351.69,1262.68,1.16,defense,True,0.5377,124,0.0,0.5377
2025-10-31,-2.2694,41.04,28.73,26.42,0.7,1.1,33.38,23.37,A,1307.61,1249.04,-3.61,defense,True,0.4437,125,0.0,0.4437
2025-11-03,0.1923,55.0,38.5,32.49,0.7,1.1,50.78,35.55,A,1307.61,1262.44,-0.7,defense,False,0.4592,126,0.0,0.4592
2025-11-04,-0.8647,56.49,39.54,33.08,0.7,1.1,52.68,36.87,A,1272.03,1280.52,-3.57,defense,False,0.4216,127,0.0,0.4216
2025-11-05,-0.5268,60.2,42.14,34.5,0.7,1.1,57.39,40.18,A,1235.12,1328.02,-5.07,defense,False,0.4164,128,0.0,0.4164
2025-11-06,1.5145,88.21,61.75,43.56,1.0,1.1,90.79,90.79,A,1194.9,1403.14,-5.27,defense,False,0.435,129,0.0,0.435
2025-11-07,-0.808,57.11,39.98,33.32,1.0,1.1,53.47,53.47,A,1104.02,1468.67,-1.95,defense,True,0.3744,130,0.0,0.3744
2025-11-10,-0.1337,55.0,38.5,32.49,1.0,1.1,50.78,50.78,A,1050.49,1497.97,-1.91,defense,False,0.335,131,0.0,0.335
2025-11-11,-1.3781,46.22,32.35,28.8,0.8,1.0,39.66,31.73,A,999.66,1517.81,0.72,defense,False,0.2942,132,0.0,0.2942
2025-11-12,-0.398,50.0,35.0,30.43,0.8,1.0,44.42,-850.0,A,967.9,1550.15,-1.56,defense,False,0.2869,133,0.0,0.2869
2025-11-13,0.5054,66.74,46.72,36.87,0.8,1.0,65.57,-340.0,A,1817.05,702.75,-0.25,defense,False,0.2917,134,0.0,0.2917
2025-11-14,-2.1414,28.94,20.26,20.21,0.8,0.75,0.0,0.0,none,2156.71,351.57,0.45,defense,False,0.2519,135,0.0,0.2519
2025-11-17,0.048,37.5,26.25,24.71,1.3,0.75,29.43,38.26,A,2156.71,352.77,-0.82,defense,False,0.2561,136,0.0,0.2561
2025-11-18,0.1391,37.5,26.25,24.71,1.3,0.75,29.43,38.26,A,2118.41,389.69,-3.82,defense,False,0.2213,137,0.0,0.2213
2025-11-19,-0.545,40.91,28.64,26.36,1.3,0.75,33.24,43.21,A,2080.12,429.42,-3.81,defense,False,0.2017,138,0.0,0.2017
2025-11-20,-0.5382,40.96,28.67,26.39,1.3,0.75,33.3,43.29,A,2036.86,472.63,-4.1,defense,False,0.1799,139,0.0,0.1799
2025-11-21,-2.6853,33.15,54.99,40.74,0.0,1.0,79.8,0.0,A,1993.53,492.52,-11.44,defense,False,0.1096,140,0.0,0.1096
2025-11-24,0.5025,50.03,50.8,38.84,0.0,0.75,72.71,0.0,A,1993.53,489.82,-13.67,defense,False,0.1036,141,0.0,0.1036
2025-11-25,1.4123,59.12,41.39,34.09,0.0,0.75,56.03,0.0,A,1993.53,505.98,-11.62,defense,False,0.14,142,0.0,0.14
2025-11-26,1.1655,56.66,39.66,33.14,0.0,0.75,52.89,0.0,A,1993.53,522.86,-11.47,defense,False,0.178,143,0.0,0.178
2025-11-27,-0.3419,50.0,35.0,30.43,0.0,1.0,44.42,0.0,A,1993.53,518.3,-10.0,defense,False,0.1677,144,0.0,0.1677
2025-11-28,0.6175,68.23,68.23,57.71,1.0,1.0,151.76,151.76,A,1993.53,520.27,-6.16,defense,False,0.1722,145,0.0,0.1722
2025-12-01,1.3735,78.31,54.82,40.66,0.0,1.0,79.52,0.0,A,1841.62,679.52,-4.58,defense,False,0.1409,146,0.0,0.1409
2025-12-02,-0.4821,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,1841.62,676.44,-4.06,defense,False,0.1357,147,0.0,0.1357
2025-12-03,-0.7568,52.43,36.7,31.45,0.0,1.0,47.51,0.0,A,1724.1,791.33,-4.37,defense,False,0.1098,148,0.0,0.1098
2025-12-04,0.4702,50.0,35.0,30.43,0.0,1.0,44.42,0.0,A,1724.1,797.14,-5.77,defense,False,0.118,149,0.0,0.118
2025-12-05,0.3858,50.0,35.0,30.43,0.0,1.0,44.42,0.0,A,1724.1,802.63,-4.14,defense,False,0.1257,150,0.0,0.1257
2025-12-08,2.0132,86.84,60.79,43.18,1.0,1.0,89.27,89.27,A,1724.1,835.91,-1.2,defense,False,0.1724,151,0.0,0.1724
2025-12-09,0.667,68.89,48.22,37.61,1.0,1.0,68.23,68.23,A,1634.74,942.04,1.75,defense,True,0.1742,152,0.0,0.1742
2025-12-10,-0.0423,52.63,36.84,31.53,1.0,1.0526,47.76,47.76,A,1566.44,1011.76,2.27,defense,True,0.1623,153,0.0,0.1623
2025-12-11,-1.4465,45.54,31.87,28.49,0.7,1.0,38.82,27.17,A,1518.63,1033.57,-0.57,defense,True,0.1256,154,0.0,0.1256
2025-12-12,1.0663,81.64,57.15,41.67,0.7,1.1,83.38,58.37,A,1491.44,1074.35,4.14,defense,True,0.1363,155,0.0,0.1363
2025-12-15,-1.527,44.73,31.31,28.13,0.7,1.0,37.82,26.48,A,1433.01,1106.75,1.79,defense,True,0.1025,156,0.0,0.1025
2025-12-16,-0.903,50.97,35.68,30.84,0.7,1.0,45.65,31.96,A,1406.5,1109.67,0.28,defense,False,0.077,157,0.0,0.077
2025-12-17,2.2085,67.08,46.96,36.99,1.0,0.75,66.0,66.0,A,1374.51,1196.57,4.26,defense,False,0.1264,158,0.0,0.1264
2025-12-18,-1.0626,49.37,34.56,30.17,0.7,1.0,43.63,30.54,A,1308.44,1233.7,3.47,defense,False,0.0935,159,0.0,0.0935
2025-12-19,0.0912,50.0,50.0,50.0,0.7,1.0,117.4,82.18,A,1277.87,1258.47,7.74,defense,False,0.086,160,0.0,0.086
2025-12-22,1.5653,88.96,62.27,43.77,0.7,1.1,91.61,64.13,A,1195.61,1392.4,9.36,defense,False,0.122,161,0.0,0.122
2025-12-23,-0.0698,55.0,55.0,52.38,0.7,1.1,127.74,89.42,A,1131.42,1468.59,7.09,defense,True,0.1253,162,0.0,0.1253
2025-12-24,1.0889,74.52,52.16,39.47,1.0,1.0,75.04,75.04,A,1041.91,1581.04,6.98,defense,True,0.1337,163,0.0,0.1337
2025-12-25,-0.1315,54.16,54.16,52.0,1.0,1.0833,126.06,126.06,A,966.79,1659.35,7.3,defense,True,0.1291,164,0.0,0.1291
2025-12-26,-0.1384,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,840.61,1770.67,6.15,defense,True,0.1097,165,0.0,0.1097
2025-12-29,0.1084,54.99,54.99,52.38,1.0,1.0998,127.71,127.71,A,712.74,1907.69,4.27,defense,True,0.107,166,0.0,0.107
2025-12-30,0.351,50.0,50.0,50.0,1.0,1.0,117.4,117.4,A,584.9,2041.63,5.52,defense,True,0.1029,167,0.0,0.1029
2025-12-31,-0.3774,55.0,55.0,52.38,1.0,1.1,127.74,127.74,A,467.38,2119.49,6.1,defense,True,0.0767,168,0.0,0.0767
2026-01-05,2.2072,89.43,89.43,64.14,1.0,1.0,182.2,182.2,A,339.52,2288.74,8.71,defense,True,0.0918,169,0.0,0.0918
2026-01-06,1.1576,56.58,39.6,33.11,1.0,0.75,52.79,52.79,A,215.39,2403.21,9.9,defense,True,0.0824,170,0.0,0.0824
